user,item,rating,time
398,7136,1,1499705567
398,7225,2,1451583393
398,7280,1,1499075398
398,7280,2,1480301118
398,7292,2,1472609895
401,1785,1,1527656987
403,3309,1,1596841699
405,4286,1,1434943061
406,2234,1,1460159905
410,8284,1,1575595305
412,7932,1,1575245780
413,533,2,1641741585
416,7243,1,1605275292
416,7243,1,1630420482
416,7474,1,1596903456
416,7626,1,1631099389
417,7846,1,1410808266
422,4025,2,1486327099
423,6046,1,1405124131
426,6581,1,1343356901
427,3282,1,1461007480
428,5920,1,1460206524
430,4220,1,1505576438
430,5613,1,1619295644
430,9237,2,1554222520
433,7056,1,1536428355
434,5304,2,1534256270
434,6890,1,1513982100
436,8344,1,1606654749
437,8111,1,1510874893
438,4516,1,1374752395
439,8208,2,1554577751
439,8208,1,1555342386
440,673,1,1387830693
443,4659,1,1556494617
448,2585,1,1555221571
449,3882,2,1394486601
450,1300,1,1387383186
451,4093,1,1271027742
452,1833,1,1445143564
453,2151,1,1572204436
455,8176,2,1313115315
463,5613,2,1538169880
464,4610,1,1434328450
465,8093,2,1294603605
466,7925,2,1416406638
467,484,1,1544440164
467,2185,1,1639646137
467,7415,1,1535709147
468,2995,1,1377545319
470,4190,2,1335117998
470,6849,2,1336954318
474,4208,1,1550422323
478,6911,1,1487968165
479,3042,2,1636638170
480,550,1,1631732398
491,2292,2,1441974215
491,6228,1,1441974077
493,8598,1,1376748565
493,9168,1,1623364765
499,529,2,1356920171
501,8284,2,1541789590
504,7102,1,1518473829
506,5246,1,1395454845
511,4278,2,1475109055
511,8273,2,1478476702
512,4341,1,1628800164
516,986,1,1422108848
519,4865,2,1234842693
520,741,1,1463919803
521,5090,2,1628461999
522,842,1,1608228139
522,3048,1,1593743008
522,3048,1,1596919449
522,6430,2,1630076088
522,9168,1,1596990011
523,95,2,1367182608
523,365,2,1369360209
523,1820,2,1393112239
523,2784,2,1407914071
523,3167,2,1392204489
523,3237,1,1378686275
523,3711,2,1405308235
523,3856,2,1394165177
523,3882,2,1377468095
523,4069,1,1319999752
523,4544,1,1364538700
523,5858,1,1395860655
523,6161,2,1391598795
523,6988,2,1363277435
523,7243,1,1336194321
526,3544,2,1294843413
530,7118,1,1527538546
531,1115,1,1569374797
531,3882,1,1569375286
531,8586,1,1569374585
532,7831,2,1581977198
533,1565,1,1619746905
533,9026,1,1559911006
544,7105,1,1548092835
545,2496,1,1495221274
546,8834,1,1609610190
548,1178,1,1598374110
551,760,2,1568176046
551,3151,2,1529965286
556,537,1,1613570994
557,8790,2,1342146652
561,2390,1,1495588305
562,2879,2,1542772570
563,169,1,1441759088
566,2509,1,1601492429
566,6279,1,1413164336
567,4403,2,1425437013
568,101,1,1565199401
570,86,2,1523680005
570,607,1,1508978345
570,1147,1,1474757851
570,3172,1,1474756332
570,3424,1,1503713017
570,3596,1,1568774860
570,3596,2,1484004282
570,4812,2,1524518109
570,5356,2,1605124464
570,7498,1,1571269704
570,7634,1,1534286144
570,9024,1,1479602682
574,4260,2,1427241924
575,3449,1,1495243422
577,3757,1,1526176286
578,5828,1,1509967335
581,7170,2,1506906901
583,1128,2,1534509729
583,8708,2,1582275393
585,2053,1,1498965277
586,2109,1,1464468840
591,3188,2,1455561014
595,1205,1,1530561794
595,1409,2,1530566863
598,7107,1,1366395270
601,6470,1,1472392814
604,7527,1,1393625967
605,5978,2,1550288419
607,9085,1,1620999961
611,6,2,1392743572
612,5427,2,1343681227
612,6446,2,1343685247
612,8284,1,1343686260
615,9346,1,1520274387
616,9348,2,1347405637
618,3440,1,1526947027
619,6800,1,1597547011
620,8967,2,1492169816
621,4433,1,1441995878
623,7739,2,1497818004
625,4260,2,1472689362
629,6398,1,1308059838
631,2856,1,1624375291
633,45,1,1490466617
633,1339,2,1494731971
634,7617,1,1626191940
636,6291,1,1346783535
636,6808,2,1346783353
643,1512,1,1310880510
646,1369,1,1405550950
647,2006,1,1543982001
647,2253,1,1488901285
647,2253,1,1509743824
647,2663,1,1459875834
647,7819,2,1545438312
648,135,1,1513974854
648,4404,1,1513982691
648,8744,2,1512235390
656,1138,1,1404251602
657,8084,2,1418425764
664,7148,1,1542583353
671,416,2,1559423672
672,4415,1,1610592467
672,7197,1,1605472898
673,7456,1,1626413652
674,1844,1,1338421818
675,4370,1,1560770060
677,7254,1,1405708197
678,3882,1,1338260465
678,4943,2,1338332739
683,5774,1,1581206732
684,8526,1,1470019148
685,5757,1,1413756162
685,9330,1,1414462754
686,4718,2,1565225703
687,6856,1,1380332252
688,4972,2,1525331775
690,7843,1,1341791597
692,2574,1,1630270289
696,3970,2,1499657389
698,625,2,1557255572
704,703,2,1410046179
706,2887,1,1464658258
708,7146,1,1627224525
709,6977,1,1438201600
709,6977,1,1433277158
709,8628,1,1503953092
712,4414,1,1475240057
712,5482,1,1511282163
712,7358,2,1448660968
713,3808,1,1577222072
714,3237,2,1622472072
720,1216,1,1455025639
721,6140,1,1504747035
723,7561,1,1454769524
723,8927,2,1581729539
728,4190,2,1523992707
729,9351,1,1490899031
730,4027,2,1474249693
730,4252,1,1489164333
730,6948,2,1458861887
730,9201,2,1463200988
734,3512,2,1546880158
734,6561,1,1571444102
736,2180,2,1500732071
736,3422,1,1513626810
740,2912,1,1625535481
742,6846,2,1344885634
743,2912,2,1317221968
744,4403,1,1442915333
745,6061,1,1631378264
750,3188,1,1470686115
752,8754,1,1316376754
754,7821,1,1457368015
756,211,1,1593711229
757,3115,1,1584192583
759,6505,1,1608302441
761,2258,2,1636064788
765,836,2,1540829260
765,3170,2,1628234789
765,3237,2,1540829096
765,3683,1,1516741947
765,4663,2,1557393077
765,4928,1,1516741069
765,8076,1,1544480315
766,4431,2,1520727719
767,3019,2,1457794780
768,395,2,1372098999
768,5800,1,1372097761
768,6185,2,1391443009
768,6808,2,1376924008
769,138,2,1390178123
771,2180,2,1456587312
772,3821,2,1504406430
772,6154,1,1576393080
775,490,2,1601230496
775,6235,1,1519701295
775,7336,2,1533500374
777,2049,2,1501852659
783,8682,1,1544253657
785,1616,1,1327189537
789,2044,2,1433808857
790,1505,1,1524174707
790,4955,1,1552607951
795,3115,2,1536498887
797,5423,1,1484872773
798,334,1,1362889703
798,2174,1,1489182784
798,2922,1,1525998537
798,3056,2,1634266309
798,3190,1,1577758860
798,3620,1,1540672712
798,4027,2,1330393729
798,4180,2,1540686596
798,4780,1,1597717739
798,5448,2,1640229555
798,6204,2,1424999749
798,6229,1,1642212550
798,6572,2,1579490558
798,7292,1,1627951453
798,7797,1,1429585668
798,7828,1,1418592267
798,8286,1,1580780910
800,2717,1,1427591284
801,8207,1,1514956612
803,6076,1,1474988687
804,6306,2,1457145931
804,8487,1,1396110811
808,8762,1,1456039932
809,4051,1,1364477837
817,3665,1,1533757792
820,2489,2,1432145836
820,5401,1,1444332021
824,8174,1,1460915310
826,5038,1,1263428799
826,7300,2,1285896125
827,1187,2,1503714383
830,1207,2,1494693329
834,4544,1,1533015897
835,2204,1,1542846479
837,5042,1,1531078650
837,6342,1,1531030868
842,6846,2,1283984938
847,4160,1,1579198632
847,6079,1,1601573674
849,1693,2,1607353484
850,3882,1,1625050218
851,5193,1,1434234598
852,7688,1,1267204350
852,8449,1,1321840655
856,5853,1,1629080817
860,5617,1,1599961008
863,3652,2,1454422773
864,4246,2,1478819729
865,2522,1,1524803162
867,1088,1,1454461421
868,2311,2,1446921848
869,7617,1,1628019687
870,3364,1,1548715008
872,945,1,1526472486
873,8295,2,1509806792
874,1571,1,1484586441
878,83,2,1548392158
878,2935,2,1535062334
880,6270,1,1352908795
881,7133,1,1291669341
885,5339,1,1302495673
886,4190,1,1479004550
887,1348,1,1567286819
893,6846,1,1508082961
894,1561,2,1593366926
894,6514,2,1454286365
894,8070,2,1415027467
895,3015,1,1437175868
899,1385,2,1543441510
899,6027,1,1563926148
902,5210,1,1455324688
908,3377,1,1495329790
909,272,1,1403666422
913,81,1,1536969344
913,4658,2,1529267482
915,602,1,1519694340
924,635,1,1563158368
925,5802,1,1603347351
931,7159,1,1480259104
931,7780,1,1489338974
931,7850,2,1563132176
933,4890,1,1530428536
935,3598,1,1580237991
936,1576,2,1341281143
936,4912,2,1245288562
938,3172,1,1593018766
942,828,2,1349536878
942,6593,2,1476145984
944,4571,2,1534276000
948,5538,1,1611459369
952,4192,2,1480300045
952,8457,1,1474241719
953,741,1,1568676378
955,5853,1,1639299777
960,936,1,1395949095
960,4280,1,1379273433
960,5171,1,1539486317
960,6416,1,1527037991
960,6626,2,1540176206
962,1191,2,1335145933
964,3986,1,1590789912
966,8221,1,1565727223
966,8221,1,1566779675
967,2457,2,1391957999
967,3048,1,1387413667
967,6155,1,1459351064
967,8840,1,1385409175
967,9094,1,1372551070
967,9320,1,1381763655
971,6159,2,1545434095
972,5403,1,1592341564
973,5521,1,1576865454
974,8191,1,1619031677
975,6247,1,1517124595
976,504,1,1561441976
976,3592,1,1543027628
976,8307,1,1515382304
979,1548,1,1473707429
979,6136,1,1368048126
982,1668,1,1633223614
983,974,2,1597787575
983,4810,2,1630593473
983,4850,2,1582324518
983,6950,1,1541622155
983,9060,1,1636921634
989,2645,1,1391131266
989,3339,2,1422663545
989,5504,2,1476404003
991,2466,1,1558193462
995,1241,2,1556988615
995,5351,1,1589151886
998,8564,1,1487264021
999,8564,1,1464176157
1009,1127,1,1316757100
1009,4468,2,1312424036
1009,6541,1,1314915307
1009,7292,2,1312425827
1011,8008,1,1549691880
1014,6121,1,1536877616
1015,8194,1,1459122169
1016,1750,1,1304644464
1017,878,2,1546799203
1017,3241,1,1602810998
1025,2521,1,1350352260
1028,8246,1,1555773712
1032,7185,2,1567308086
1034,5277,2,1419563787
1037,4610,2,1306904112
1038,2912,1,1577996564
1039,9102,1,1485720085
1042,3870,2,1528547523
1046,6228,2,1465915081
1047,2648,1,1320685779
1048,3015,1,1622824212
1051,6312,1,1467920619
1052,4046,2,1576426788
1052,6353,1,1608583658
1053,8763,1,1423428560
1055,1834,1,1498739824
1057,6010,2,1260548027
1060,7521,1,1392735660
1064,331,1,1623899971
1066,4856,1,1482171840
1067,61,2,1470651728
1069,571,1,1629195081
1070,2638,1,1448687170
1071,1226,2,1489340778
1071,1240,1,1517004652
1071,3015,1,1492276142
1071,3237,2,1571685519
1071,3241,2,1473107213
1071,5471,2,1574023641
1071,6748,2,1523906955
1071,8947,2,1575840909
1071,9322,2,1470505973
1072,5658,1,1561767928
1075,879,2,1482854719
1078,61,2,1342011557
1080,2097,1,1540824960
1087,8583,1,1479729783
1089,2256,1,1319477806
1089,6348,2,1319477170
1090,1144,1,1632071627
1093,8145,1,1322684152
1097,7954,2,1504372340
1098,4594,2,1325543613
1102,7316,2,1293982615
1106,6293,2,1340240313
1107,3019,2,1640046729
1111,6483,1,1439760488
1113,3617,1,1456627099
1114,1369,1,1469127037
1116,2912,1,1347973785
1124,2912,1,1339031591
1125,27,2,1383316833
1125,641,2,1577213165
1125,1526,2,1556468264
1125,1602,2,1574222852
1125,1669,2,1623346067
1125,2033,2,1408212478
1125,2362,2,1473261747
1125,2823,2,1534865531
1125,3709,2,1468780069
1125,4176,1,1513564846
1125,4245,2,1563900045
1125,4571,2,1560104009
1125,4633,2,1521655372
1125,6269,2,1468435072
1125,6804,2,1582563980
1125,6833,1,1558940433
1125,7715,2,1574614864
1125,7772,2,1485703396
1125,7972,2,1523291408
1125,8398,2,1490970883
1125,8939,2,1431463623
1125,9128,2,1386109847
1126,2788,1,1603233629
1128,2535,1,1400286496
1128,9305,1,1491577464
1132,6064,1,1432385217
1135,2494,1,1363375166
1139,2130,2,1523983901
1139,6670,2,1569031517
1139,8008,1,1505523101
1140,9356,2,1540129980
1141,1127,1,1547933124
1143,7211,1,1515466867
1145,6464,2,1486409002
1145,7130,2,1273075064
1149,3096,2,1351916926
1151,5316,1,1525192391
1152,7429,1,1569553282
1153,3461,1,1501769529
1153,8819,1,1496434597
1154,5203,1,1338488189
1155,6906,1,1526189743
1160,4190,2,1340026770
1161,492,1,1509549013
1161,8655,1,1244245191
1165,1191,1,1535634645
1166,2433,1,1316891382
1166,3126,2,1333908935
1167,5769,2,1310654412
1167,5769,2,1308541135
1168,8111,1,1483908133
1169,3117,1,1504052506
1170,1668,1,1397952821
1170,8396,2,1397953156
1172,2912,1,1541796246
1174,8008,1,1541116265
1175,17,1,1599481973
1175,7817,1,1592860704
1177,4736,2,1607129389
1178,8221,2,1641273900
1181,3388,1,1468467215
1183,2053,1,1347202398
1185,6349,1,1515879135
1189,152,1,1535073404
1189,6331,2,1530871818
1190,1693,2,1602963948
1190,6788,1,1629389632
1190,6788,2,1578841240
1190,7065,1,1609533149
1193,599,1,1492858333
1193,599,1,1493985522
1198,101,2,1421189860
1198,109,1,1426566312
1198,483,2,1427404150
1198,505,2,1439319882
1198,551,2,1437150590
1198,638,2,1465915666
1198,2065,2,1362088304
1198,2204,2,1427398866
1198,2306,2,1469200855
1198,2417,2,1477403871
1198,2757,2,1362064984
1198,3195,2,1444943496
1198,3318,1,1432758863
1198,3334,2,1445025302
1198,3773,2,1421269007
1198,4521,2,1519238314
1198,5914,2,1427399799
1198,7227,2,1510960057
1198,9257,2,1439323694
1199,5085,1,1614971345
1202,526,1,1547768280
1202,850,1,1578165772
1202,1052,2,1513800826
1202,2696,2,1512079928
1202,3083,1,1445739192
1202,3288,2,1581108751
1202,3414,2,1566170556
1202,3798,2,1547406752
1202,3798,1,1629502942
1202,3798,2,1565372996
1202,4520,1,1511713767
1202,4529,2,1470066180
1202,4943,2,1472068644
1202,5223,1,1562797140
1202,5223,1,1518362428
1202,5273,2,1525888307
1202,5658,2,1547435775
1202,6632,2,1639544031
1202,7105,2,1582760842
1202,7368,2,1566151856
1202,7564,1,1505418324
1202,7929,2,1489284070
1202,8008,1,1482424873
1202,8193,2,1463718270
1202,8193,2,1464128633
1202,8532,2,1576188662
1202,8631,1,1567106273
1202,8815,1,1440365719
1202,9331,1,1495913921
1207,2198,1,1552075271
1208,8859,1,1350261770
1209,4777,1,1560864375
1211,2815,1,1466385001
1216,394,1,1446258343
1216,862,2,1567044414
1216,9094,1,1360443829
1216,9109,2,1567014031
1225,7936,2,1298339517
1226,4653,2,1573622698
1228,3345,1,1251304637
1230,7017,1,1260076893
1230,8340,1,1345329512
1230,8861,1,1330440088
1230,8861,1,1278289163
1231,3019,1,1436493239
1233,2895,2,1438805553
1236,4873,1,1440098914
1236,7738,1,1508249683
1238,7880,2,1581949689
1239,5866,2,1415141813
1240,8851,1,1605157270
1243,1272,1,1530225735
1244,8850,1,1583010891
1245,5461,2,1386958482
1246,5596,2,1528657385
1246,7686,1,1553838361
1249,6784,1,1395012960
1250,702,1,1536478339
1250,749,1,1536796323
1250,8048,1,1492217487
1251,5531,1,1573511527
1252,7881,1,1593257219
1253,6904,1,1445016141
1259,8221,1,1562431080
1268,2906,2,1535050260
1270,6,1,1485708280
1275,6147,2,1330450048
1276,9366,1,1559924695
1279,6625,2,1569709903
1280,9214,1,1519089939
1283,126,1,1482243032
1283,1480,1,1425739426
1283,3778,2,1500476600
1283,8512,1,1465688358
1286,7175,1,1470709489
1287,3477,1,1310504689
1288,8699,1,1455899582
1289,797,1,1451396642
1290,2331,2,1494169812
1290,3102,2,1473869095
1290,6220,1,1509886129
1290,6330,1,1477235786
1290,7117,2,1571535584
1291,3954,2,1577284663
1293,640,1,1528679082
1296,4716,1,1327987088
1301,770,2,1450809922
1303,8216,1,1582301326
1303,8239,2,1540337486
1304,1576,2,1350065303
1308,9058,2,1403705982
1313,2912,1,1636068026
1315,2325,1,1555868903
1315,4993,2,1522085044
1316,5351,1,1534348232
1317,8111,1,1507761465
1319,3561,1,1417417943
1320,841,1,1537655482
1321,6873,2,1583417008
1326,1445,2,1429730381
1329,7675,1,1458331369
1335,1663,1,1411151698
1335,4069,1,1439859420
1335,5979,1,1429881539
1335,6988,1,1516647300
1335,8833,1,1513145374
1340,7680,1,1631026028
1346,8408,1,1426191126
1348,1085,2,1521778156
1348,3526,2,1542475975
1350,2071,2,1507842492
1352,394,2,1513191580
1353,542,1,1426821002
1355,108,1,1498342679
1356,1712,1,1522677160
1358,1171,2,1564921519
1359,6903,2,1636211994
1364,3920,1,1431550275
1364,4617,2,1427044823
1369,4943,1,1562946443
1374,4269,1,1531440065
1374,8520,1,1531440304
1376,7689,1,1593565993
1377,3734,2,1514145213
1378,61,2,1533763029
1379,905,2,1375763334
1379,905,2,1330744210
1379,2658,1,1440786314
1379,2658,1,1422562199
1379,5111,1,1375763078
1379,6763,1,1427392739
1381,6611,1,1396649523
1383,3318,1,1484252058
1384,7952,2,1401230747
1387,2181,1,1580159204
1397,8344,1,1452459435
1403,873,1,1406401038
1406,2980,1,1407525769
1412,4671,1,1434690725
1415,2373,1,1590102465
1415,3000,1,1325503471
1417,6948,1,1462837329
1421,7090,2,1308276849
1421,9164,1,1338290074
1425,5797,1,1619813647
1426,1373,2,1401645374
1426,4878,1,1425784333
1426,5014,1,1476737829
1427,5097,1,1355147412
1428,2966,1,1395340248
1430,26,2,1424044960
1430,1035,2,1468518779
1430,4269,2,1554560852
1430,5100,1,1470011348
1430,6342,2,1432411976
1430,7831,2,1409180252
1431,5966,2,1505696406
1432,6145,2,1430064598
1432,7410,2,1430065022
1434,6317,1,1554690669
1438,7268,2,1454377656
1439,1060,1,1567428050
1440,7527,2,1538611692
1440,7973,1,1549941596
1442,1068,1,1510719404
1444,4590,1,1550401195
1445,7284,1,1631654966
1445,7308,1,1631654578
1447,1747,1,1638916949
1447,2390,2,1594319776
1447,2917,1,1394575807
1447,3198,2,1305651136
1448,5928,1,1588383335
1448,9375,1,1584316699
1449,6736,1,1503171420
1450,6018,2,1516140504
1454,3882,2,1313073240
1455,7181,2,1342451392
1457,6648,2,1260407930
1459,4542,1,1505500746
1468,7428,1,1631421452
1470,5542,1,1530648324
1473,3123,2,1492297846
1477,172,1,1501999122
1479,870,1,1399055200
1480,243,1,1519568695
1481,9250,1,1631477707
1482,6854,1,1404177403
1484,8018,1,1580246349
1489,4377,1,1436064235
1492,1785,1,1441557865
1495,841,1,1351998160
1495,2912,1,1351997563
1497,4747,2,1387846794
1497,7851,1,1388779885
1498,322,1,1508675267
1499,2978,1,1549834808
1502,8655,1,1398547267
1503,2638,2,1559505649
1507,4053,1,1555225255
1508,1198,2,1577209897
1511,145,1,1520185015
1511,844,1,1534819180
1511,1472,1,1490194966
1511,2057,1,1547733925
1511,2064,2,1525732361
1511,2098,1,1514252085
1511,2217,2,1490623496
1511,2456,1,1519573056
1511,2647,2,1541448034
1511,4187,1,1490195288
1511,4280,2,1478713413
1511,5240,1,1533130032
1511,5658,1,1501452703
1511,6039,1,1435497294
1511,6165,1,1531063767
1511,6709,2,1538693206
1511,6827,1,1463355513
1511,7540,1,1490194486
1511,7563,1,1567844482
1511,7959,1,1632329561
1511,7977,1,1479499248
1511,8117,2,1500833099
1511,8172,2,1522575086
1511,8346,1,1419353353
1511,8854,1,1474999470
1511,9083,1,1531064363
1511,9083,2,1533689298
1512,3935,1,1473346763
1516,1090,2,1504346462
1520,6912,2,1433353823
1522,7381,1,1409635246
1527,6892,1,1507551508
1528,4984,1,1539229506
1531,8009,1,1550602776
1532,1035,1,1581102502
1534,7731,2,1629372448
1537,8322,1,1606763377
1541,2176,2,1539975884
1541,6658,2,1563206131
1542,4263,1,1627784645
1544,4357,1,1373417533
1546,5427,2,1336182143
1547,8612,1,1630183809
1548,615,2,1554220698
1548,615,1,1554313491
1549,5311,1,1436103072
1549,7987,1,1521246285
1550,2630,1,1314542528
1551,3238,1,1567205208
1552,4859,1,1480181917
1553,1452,2,1526228880
1554,7025,1,1562089205
1556,2314,1,1512477675
1557,6855,1,1500761421
1558,446,1,1543930034
1559,394,1,1527094163
1559,2328,2,1526918034
1559,3807,2,1575516758
1559,3910,2,1545083543
1559,7309,1,1566478449
1562,3019,2,1348048538
1563,2879,2,1436627297
1563,7978,2,1531064051
1566,5100,1,1595799052
1567,5815,2,1530226409
1568,213,2,1499996178
1569,1437,2,1594519178
1569,4569,2,1619038194
1572,1742,1,1603298910
1572,5786,1,1591123998
1573,3954,2,1540174365
1575,2334,1,1592004338
1575,5418,2,1416803339
1575,7170,2,1432431215
1575,7441,1,1560905292
1576,3017,2,1467394657
1576,6319,2,1313351053
1576,7939,2,1310056814
1577,9335,2,1217905907
1579,6846,2,1563566797
1581,1668,2,1534985804
1582,7573,1,1553520090
1585,2912,1,1562172073
1589,8817,2,1506131071
1590,4093,2,1570972106
1593,5621,1,1477958613
1593,9094,1,1415048892
1595,4269,1,1286042951
1597,5625,1,1547437166
1600,6846,1,1532205111
1601,5967,1,1525211093
1602,2735,1,1547830229
1603,7700,1,1547225946
1603,7700,1,1543970417
1603,8543,1,1521599874
1605,4357,1,1405950474
1606,2380,1,1444223933
1606,2380,1,1444223871
1610,1726,1,1507351276
1612,9162,1,1550286691
1613,1681,1,1493849218
1614,3886,1,1471021667
1617,2,2,1462721346
1618,7421,2,1465404205
1620,1652,2,1433200503
1622,7094,1,1518625169
1623,4178,1,1298037532
1624,6228,1,1624967312
1626,5630,2,1413150316
1627,5883,1,1480177640
1633,2898,2,1398162400
1633,2912,1,1373977004
1633,3015,2,1436275918
1633,3574,2,1398614749
1633,3882,1,1373977031
1633,4943,2,1358790132
1633,5986,2,1362288917
1633,8248,2,1371766375
1634,4220,1,1506719018
1636,61,2,1348439364
1639,1452,2,1521338583
1641,184,1,1611627537
1641,2100,1,1625792998
1641,3388,2,1551518067
1641,3388,2,1552944609
1641,3388,1,1635879729
1641,3517,1,1501370558
1641,3653,1,1563748526
1641,3846,1,1624597084
1641,5014,2,1588490820
1641,5469,1,1576359553
1641,5592,2,1586568823
1641,6633,1,1561528787
1641,8084,1,1614710496
1642,1504,1,1464641846
1642,9247,2,1373845115
1643,3119,1,1457972241
1643,3119,2,1457833078
1646,8489,1,1554915998
1647,8242,1,1599243929
1648,7166,2,1397051644
1651,785,2,1247872064
1651,4119,1,1246660107
1652,7852,2,1430331731
1652,8008,1,1459385811
1653,3652,1,1401199544
1654,5761,1,1386198973
1655,6537,1,1560014925
1657,2639,1,1639809673
1658,9090,1,1582707692
1660,5063,1,1577895725
1664,108,1,1535984472
1665,2799,1,1463493413
1668,4565,1,1556748884
1673,61,2,1375490478
1674,878,1,1614256134
1675,3126,1,1397950883
1676,2494,1,1382223905
1677,3473,2,1544364253
1678,6586,2,1474731738
1680,2752,2,1354577078
1680,4957,1,1254246406
1680,7945,2,1258264968
1681,741,2,1512149254
1681,4659,2,1641163584
1688,6989,1,1597749421
1689,3897,1,1418419633
1692,47,1,1555532193
1692,117,2,1582340256
1692,3377,2,1555531905
1692,4069,2,1555548826
1692,4544,1,1555531791
1692,5730,2,1555537646
1692,6321,1,1612482109
1693,2485,1,1542481516
1694,213,2,1376338674
1696,5088,1,1598317023
1698,61,2,1313590322
1700,484,1,1445279105
1704,5730,2,1464560966
1705,3339,1,1560553272
